column,line,subline,item,amount,month
ASSET,8,NA,General government long term debt denominated in euro,6195011106,2012-09-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,16432699340,2012-09-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),107839909952,2012-09-01
LIABILITY,10,NA,Other liabilities,2243473348,2012-09-01
ASSET,9,1,Participating interest in the ECB,500888380,2012-09-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2012-09-01
LIABILITY,11,NA,Provisions,3914034062,2012-09-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2012-09-01
LIABILITY,12,NA,Revaluation accounts,4798820910,2012-09-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2012-09-01
LIABILITY,13,1,Capital,111243362,2012-09-01
LIABILITY,13,2,Ordinary reserve,111243362,2012-09-01
ASSET,10,1,Tangible and intangible fixed assets,823368370,2012-09-01
LIABILITY,13,3,Extraordinary reserve,84500000,2012-09-01
ASSET,10,2,Other financial assets,29747410,2012-09-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2012-09-01
ASSET,10,3,Sundry,1631717683,2012-09-01
LIABILITY,13,5,Other special reserves,1259693,2012-09-01
LIABILITY,1,NA,Banknotes in circulation,23029112320,2012-10-01
ASSET,2,1,Receivables from the IMF,947554934,2012-10-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1766711958,2012-10-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,83581929,2012-10-01
LIABILITY,2,2,Deposit facility,0,2012-10-01
LIABILITY,2,3,Fixed-term deposits,0,2012-10-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,368045207,2012-10-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2012-10-01
LIABILITY,2,5,Deposits related to margin calls,508300000,2012-10-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,95000000,2012-10-01
ASSET,4,1,Balances with banks security investments and loans,23873,2012-10-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2012-10-01
LIABILITY,4,1,General government,4317069868,2012-10-01
LIABILITY,4,2,Other liabilities,942306570,2012-10-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1040974158,2012-10-01
ASSET,5,1,Main refinancing operations,4286100000,2012-10-01
ASSET,5,2,Longer-term refinancing operations,2232000000,2012-10-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,46668382,2012-10-01
ASSET,5,3,Fine-tuning reverse operations,0,2012-10-01
ASSET,5,4,Structural reverse operations,0,2012-10-01
ASSET,5,5,Marginal lending facility,0,2012-10-01
ASSET,5,6,Credits related to margin calls,0,2012-10-01
LIABILITY,7,1,Deposits and other liabilities,2270,2012-10-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2012-10-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,122792725006,2012-10-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,933433801,2012-10-01
ASSET,7,1,Securities held for monetary policy purposes,6968971407,2012-10-01
ASSET,7,2,Other securities of euro area residents denominated in euro,14025375797,2012-10-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2012-10-01
ASSET,8,NA,General government long term debt denominated in euro,6195011106,2012-10-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,15486329355,2012-10-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),108395930790,2012-10-01
LIABILITY,10,NA,Other liabilities,2403896427,2012-10-01
ASSET,9,1,Participating interest in the ECB,500888380,2012-10-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2012-10-01
LIABILITY,11,NA,Provisions,3914083416,2012-10-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2012-10-01
LIABILITY,12,NA,Revaluation accounts,4798820910,2012-10-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2012-10-01
LIABILITY,13,1,Capital,111243362,2012-10-01
LIABILITY,13,2,Ordinary reserve,111243362,2012-10-01
ASSET,10,1,Tangible and intangible fixed assets,823221940,2012-10-01
LIABILITY,13,3,Extraordinary reserve,84500000,2012-10-01
ASSET,10,2,Other financial assets,29693011,2012-10-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2012-10-01
ASSET,10,3,Sundry,1577767567,2012-10-01
LIABILITY,13,5,Other special reserves,1259735,2012-10-01
LIABILITY,1,NA,Banknotes in circulation,22986484570,2012-11-01
ASSET,2,1,Receivables from the IMF,947700533,2012-11-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1276539778,2012-11-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,94576872,2012-11-01
LIABILITY,2,2,Deposit facility,1080000000,2012-11-01
LIABILITY,2,3,Fixed-term deposits,0,2012-11-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,362145947,2012-11-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2012-11-01
LIABILITY,2,5,Deposits related to margin calls,504900000,2012-11-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2012-11-01
ASSET,4,1,Balances with banks security investments and loans,23873,2012-11-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2012-11-01
LIABILITY,4,1,General government,3629909722,2012-11-01
LIABILITY,4,2,Other liabilities,943513296,2012-11-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1040982409,2012-11-01
ASSET,5,1,Main refinancing operations,3648100000,2012-11-01
ASSET,5,2,Longer-term refinancing operations,1957000000,2012-11-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,49037711,2012-11-01
ASSET,5,3,Fine-tuning reverse operations,0,2012-11-01
ASSET,5,4,Structural reverse operations,0,2012-11-01
ASSET,5,5,Marginal lending facility,0,2012-11-01
ASSET,5,6,Credits related to margin calls,0,2012-11-01
LIABILITY,7,1,Deposits and other liabilities,2270,2012-11-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2012-11-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,123298766412,2012-11-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,933433801,2012-11-01
ASSET,7,1,Securities held for monetary policy purposes,6954971407,2012-11-01
ASSET,7,2,Other securities of euro area residents denominated in euro,14029884876,2012-11-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2012-11-01
ASSET,8,NA,General government long term debt denominated in euro,6195011106,2012-11-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,15037332385,2012-11-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),108459756554,2012-11-01
LIABILITY,10,NA,Other liabilities,2638651983,2012-11-01
ASSET,9,1,Participating interest in the ECB,500888380,2012-11-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2012-11-01
LIABILITY,11,NA,Provisions,3914198174,2012-11-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2012-11-01
LIABILITY,12,NA,Revaluation accounts,4798820910,2012-11-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2012-11-01
LIABILITY,13,1,Capital,111243362,2012-11-01
LIABILITY,13,2,Ordinary reserve,111243362,2012-11-01
ASSET,10,1,Tangible and intangible fixed assets,822876802,2012-11-01
LIABILITY,13,3,Extraordinary reserve,84500000,2012-11-01
ASSET,10,2,Other financial assets,29693011,2012-11-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2012-11-01
ASSET,10,3,Sundry,1601758298,2012-11-01
LIABILITY,13,5,Other special reserves,1261445,2012-11-01
ASSET,1,NA,Gold and gold receivables,5987341922,2013-01-01
LIABILITY,1,NA,Banknotes in circulation,22800317560,2013-01-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),926430358,2013-01-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2233889501,2013-01-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,79487716,2013-01-01
LIABILITY,2,2,Deposit facility,428066678,2013-01-01
LIABILITY,2,3,Fixed-term deposits,0,2013-01-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2013-01-01
LIABILITY,2,5,Deposits related to margin calls,332450000,2013-01-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2013-01-01
ASSET,4,1,Balances with banks security investments and loans,23873,2013-01-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2013-01-01
LIABILITY,4,1,General government,5077455583,2013-01-01
LIABILITY,4,2,Other liabilities,1526272736,2013-01-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1023839673,2013-01-01
ASSET,5,1,Main refinancing operations,74637000000,2013-01-01
ASSET,5,2,Longer-term refinancing operations,1586000000,2013-01-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,42056505,2013-01-01
ASSET,5,3,Fine-tuning reverse operations,0,2013-01-01
ASSET,5,4,Structural reverse operations,0,2013-01-01
ASSET,5,5,Marginal lending facility,0,2013-01-01
ASSET,5,6,Credits related to margin calls,0,2013-01-01
LIABILITY,7,1,Deposits and other liabilities,2224,2013-01-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2013-01-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,31426463834,2013-01-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,911998065,2013-01-01
ASSET,7,1,Securities held for monetary policy purposes,6924376237,2013-01-01
ASSET,7,2,Other securities of euro area residents denominated in euro,14489449952,2013-01-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2013-01-01
ASSET,8,NA,General government long term debt denominated in euro,6170409022,2013-01-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,13183238775,2013-01-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),87022156849,2013-01-01
LIABILITY,10,NA,Other liabilities,901281079,2013-01-01
ASSET,9,1,Participating interest in the ECB,533636713,2013-01-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2013-01-01
LIABILITY,11,NA,Provisions,6213851424,2013-01-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2013-01-01
LIABILITY,12,NA,Revaluation accounts,4249859880,2013-01-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2013-01-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2013-01-01
LIABILITY,13,1,Capital,111243362,2013-01-01
LIABILITY,13,2,Ordinary reserve,111243362,2013-01-01
ASSET,10,1,Tangible and intangible fixed assets,824071543,2013-01-01
LIABILITY,13,3,Extraordinary reserve,84500000,2013-01-01
ASSET,10,2,Other financial assets,29122874,2013-01-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2013-01-01
ASSET,10,3,Sundry,1669633561,2013-01-01
LIABILITY,13,5,Other special reserves,1259512,2013-01-01
ASSET,1,NA,Gold and gold receivables,5989715555,2013-02-01
LIABILITY,1,NA,Banknotes in circulation,22734179960,2013-02-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),925939667,2013-02-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1918497443,2013-02-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,54607590,2013-02-01
LIABILITY,2,2,Deposit facility,650000000,2013-02-01
LIABILITY,2,3,Fixed-term deposits,0,2013-02-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2013-02-01
LIABILITY,2,5,Deposits related to margin calls,75700000,2013-02-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2013-02-01
ASSET,4,1,Balances with banks security investments and loans,23873,2013-02-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2013-02-01
LIABILITY,4,1,General government,5496316992,2013-02-01
LIABILITY,4,2,Other liabilities,1253534308,2013-02-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,999483799,2013-02-01
ASSET,5,1,Main refinancing operations,73685000000,2013-02-01
ASSET,5,2,Longer-term refinancing operations,1545000000,2013-02-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,37164374,2013-02-01
ASSET,5,3,Fine-tuning reverse operations,0,2013-02-01
ASSET,5,4,Structural reverse operations,0,2013-02-01
ASSET,5,5,Marginal lending facility,0,2013-02-01
ASSET,5,6,Credits related to margin calls,0,2013-02-01
LIABILITY,7,1,Deposits and other liabilities,2224,2013-02-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2013-02-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,21156300386,2013-02-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,911998065,2013-02-01
ASSET,7,1,Securities held for monetary policy purposes,6910876237,2013-02-01
ASSET,7,2,Other securities of euro area residents denominated in euro,15375721030,2013-02-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2013-02-01
ASSET,8,NA,General government long term debt denominated in euro,6170409022,2013-02-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,12140897375,2013-02-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),78140203322,2013-02-01
LIABILITY,10,NA,Other liabilities,709628027,2013-02-01
ASSET,9,1,Participating interest in the ECB,533636713,2013-02-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2013-02-01
LIABILITY,11,NA,Provisions,6214208930,2013-02-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2013-02-01
LIABILITY,12,NA,Revaluation accounts,4249859880,2013-02-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2013-02-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2013-02-01
LIABILITY,13,1,Capital,111243362,2013-02-01
LIABILITY,13,2,Ordinary reserve,111243362,2013-02-01
ASSET,10,1,Tangible and intangible fixed assets,822762683,2013-02-01
LIABILITY,13,3,Extraordinary reserve,84500000,2013-02-01
ASSET,10,2,Other financial assets,29122874,2013-02-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2013-02-01
ASSET,10,3,Sundry,1664792884,2013-02-01
LIABILITY,13,5,Other special reserves,1259512,2013-02-01
ASSET,1,NA,Gold and gold receivables,5946605466,2013-03-01
LIABILITY,1,NA,Banknotes in circulation,23160373365,2013-03-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),929180910,2013-03-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2056852578,2013-03-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,42552720,2013-03-01
LIABILITY,2,2,Deposit facility,410000000,2013-03-01
LIABILITY,2,3,Fixed-term deposits,0,2013-03-01
